"Client";"BLUEBOOK";"RETAINED";"NPOLICY";"CLM_AMT";"AGE";"YOJ";"GENDER";"MARRIED";"MAX_EDUC"
"6137";10850;4;1;2890;41;8;"M";"No";"High School"
"6138";8940;7;1;4346,73075984283;39;12;"M";"No";"<High School"
"6139";23760;1;1;1877;53;9;"M";"Yes";"Masters"
"6140";26420;3;1;0;44;13;"F";"Yes";"Bachelors"
"6141";6500;13;1;0;50;NA;"F";"Yes";"Bachelors"
"6142";10020;4;1;0;47;11;"M";"Yes";"<High School"
"6143";21380;11;1;4220;33;0;"M";"Yes";"Bachelors"
"6144";10150;6;1;0;48;10;"F";"No";"High School"
"6145";6900;4;1;0;54;7;"M";"No";"Bachelors"
"6146";14420;3;2;4440;36;10;"F";"Yes";"High School"
"6147";19480;1;2;0;53;10;"M";"No";"PhD"
"6148";11160;6;1;0;47;11;"F";"No";"<High School"
"6149";14940;6;2;4638;48;13;"M";"Yes";"<High School"
"6150";16740;4;1;0;50;8;"F";"Yes";"Bachelors"
"6151";19700;1;1;0;50;12;"F";"Yes";"Masters"
"6152";5300;10;5;0;38;9;"M";"Yes";"<High School"
"6153";21040;10;5;0;42;9;"M";"Yes";"<High School"
"6154";10830;1;5;0;42;9;"M";"Yes";"<High School"
"6155";29220;1;2;0;26;13;"F";"No";"Bachelors"
"6156";7640;1;1;7136;45;0;"M";"Yes";"<High School"
"6157";1500;4;5;0;53;15;"M";"Yes";"Bachelors"
"6158";12620;1;5;0;54;15;"M";"Yes";"Bachelors"
"6159";1500;13;5;0;55;15;"M";"Yes";"Masters"
"6160";7000;4;5;0;57;16;"M";"No";"Masters"
"6161";14350;4;5;0;57;16;"M";"No";"Masters"
"6162";21210;1;3;0;47;11;"M";"Yes";"<High School"
"6163";12790;10;3;0;48;12;"M";"Yes";"Bachelors"
"6164";6200;4;3;0;48;12;"M";"Yes";"Bachelors"
"6165";5890;3;2;0;50;11;"F";"No";"Bachelors"
"6166";6600;9;2;0;51;0;"F";"No";"Bachelors"
"6167";18460;10;1;0;41;13;"F";"No";"Masters"
"6168";6500;11;2;1412,55161140509;50;13;"M";"Yes";"<High School"
"6169";8490;6;3;0;38;14;"M";"Yes";"High School"
"6170";17990;1;2;0;50;8;"M";"Yes";"<High School"
"6171";24920;1;2;41076,8696671394;50;9;"F";"No";"Bachelors"
"6172";5600;6;1;0;41;12;"F";"No";"High School"
"6173";14030;6;1;5400;65;12;"M";"Yes";"Masters"
"6174";40630;10;1;0;42;14;"F";"Yes";"PhD"
"6175";15250;10;1;0;34;10;"M";"No";"Bachelors"
"6176";14230;1;4;0;43;12;"M";"Yes";"High School"
"6177";8120;1;4;0;43;12;"M";"Yes";"High School"
"6178";20720;17;4;0;43;12;"M";"Yes";"High School"
"6179";21100;1;1;0;36;15;"F";"Yes";"Bachelors"
"6180";22050;1;4;0;39;0;"M";"Yes";"High School"
"6181";10660;6;1;0;52;11;"F";"No";"Masters"
"6182";28390;4;4;0;39;10;"M";"No";"Masters"
"6183";22060;13;4;2489;41;10;"M";"No";"Masters"
"6184";16560;6;4;0;41;10;"M";"No";"Masters"
"6185";21280;1;2;4857;55;12;"M";"Yes";"Masters"
"6186";10620;4;2;0;43;13;"M";"Yes";"Bachelors"
"6187";25910;7;1;5061;42;11;"M";"No";"Bachelors"
"6188";8020;1;1;4994;34;6;"M";"Yes";"Masters"
"6189";4190;7;1;4386;43;13;"F";"Yes";"Masters"
"6190";7570;7;1;0;36;9;"F";"Yes";"Bachelors"
"6191";27080;11;4;0;36;8;"M";"No";"Masters"
"6192";15020;6;4;4290;40;9;"M";"No";"Masters"
"6193";18920;4;4;0;41;9;"M";"No";"Masters"
"6194";16380;13;4;0;41;9;"M";"No";"Masters"
"6195";6200;9;3;0;47;8;"M";"Yes";"Bachelors"
"6196";8670;10;3;0;49;9;"M";"Yes";"High School"
"6197";5400;3;2;0;36;6;"F";"Yes";"High School"
"6198";17920;6;1;0;30;10;"M";"No";"<High School"
"6199";18910;1;1;5301;38;13;"F";"No";"Bachelors"
"6200";22990;1;1;0;48;13;"F";"No";"Masters"
"6201";15000;4;2;0;51;12;"F";"Yes";"PhD"
"6202";13700;5;1;5884;34;9;"F";"Yes";"High School"
"6203";7140;11;1;0;54;0;"F";"Yes";"High School"
"6204";11800;1;2;4895;45;10;"M";"No";"<High School"
"6205";10620;4;1;0;46;12;"F";"Yes";"<High School"
"6206";9150;4;2;6801;47;14;"M";"Yes";"High School"
"6207";12980;6;1;0;36;9;"F";"No";"PhD"
"6208";16360;1;2;3763;54;15;"M";"Yes";"<High School"
"6209";9730;5;1;5426;35;12;"F";"No";"<High School"
"6210";21200;3;2;0;53;0;"F";"No";"Bachelors"
"6211";27010;1;1;0;50;12;"F";"No";"Masters"
"6212";11770;4;1;0;37;10;"F";"Yes";"High School"
"6213";24600;1;1;0;42;0;"M";"No";"<High School"
"6214";5400;10;1;0;39;13;"F";"No";"High School"
"6215";14230;11;1;0;60;11;"M";"No";"PhD"
"6216";21680;4;1;0;43;14;"F";"Yes";"High School"
"6217";23160;3;2;0;31;11;"F";"No";"Bachelors"
"6218";15100;7;3;0;32;NA;"F";"Yes";"Bachelors"
"6219";25300;8;3;0;33;NA;"F";"Yes";"Bachelors"
"6220";24610;4;1;0;33;NA;"F";"No";"Bachelors"
"6221";25650;11;1;0;39;14;"M";"Yes";"Masters"
"6222";20760;1;1;5575;44;12;"M";"Yes";"Bachelors"
"6223";11570;3;1;0;45;11;"F";"No";"High School"
"6224";49940;7;2;0;45;11;"F";"Yes";"Masters"
"6225";20580;1;2;1107;51;11;"F";"No";"Masters"
"6226";19680;6;2;1283;45;10;"F";"No";"Masters"
"6227";18150;1;2;5791;45;10;"F";"No";"Masters"
"6228";6100;1;1;0;46;11;"F";"Yes";"Bachelors"
"6229";19370;10;1;0;40;16;"M";"No";"Bachelors"
"6230";5800;4;1;6690,45555056815;43;0;"F";"Yes";"High School"
"6231";16870;9;3;0;46;11;"F";"No";"Bachelors"
"6232";6970;10;3;0;46;11;"F";"No";"Bachelors"
"6233";1500;9;1;0;46;8;"M";"No";"Masters"
"6234";9660;1;1;0;46;13;"F";"Yes";"Bachelors"
"6235";35450;6;2;0;50;8;"F";"Yes";"High School"
"6236";6040;8;3;0;40;14;"M";"Yes";"High School"
"6237";18170;12;1;0;40;13;"M";"Yes";"Bachelors"
"6238";40260;4;2;0;48;15;"F";"Yes";"PhD"
"6239";22100;4;2;0;49;0;"F";"Yes";"PhD"
"6240";65970;1;1;0;50;10;"M";"Yes";"PhD"
"6241";7900;4;2;2143;52;7;"M";"Yes";"<High School"
"6242";16870;1;2;0;52;7;"M";"Yes";"<High School"
"6243";11930;10;1;0;51;13;"F";"Yes";"Bachelors"
"6244";20590;7;1;0;48;15;"M";"Yes";"Masters"
"6245";4600;1;1;6804;31;0;"M";"Yes";"Bachelors"
"6246";9330;7;1;0;41;12;"F";"No";"Bachelors"
"6247";18210;11;1;0;57;12;"M";"Yes";"Masters"
"6248";25140;4;1;0;46;12;"F";"Yes";"High School"
"6249";29590;10;1;0;45;14;"M";"Yes";"Bachelors"
"6250";18040;13;1;0;27;8;"F";"Yes";"Masters"
"6251";17630;6;1;0;43;6;"M";"Yes";"High School"
"6252";7300;10;1;0;58;13;"M";"Yes";"Masters"
"6253";11350;10;1;0;46;13;"M";"Yes";"Bachelors"
"6254";19840;3;3;0;49;15;"F";"Yes";"Bachelors"
"6255";25470;4;3;0;49;15;"F";"Yes";"Bachelors"
"6256";18390;7;3;0;49;15;"F";"Yes";"Bachelors"
"6257";17510;10;3;0;39;NA;"F";"Yes";"High School"
"6258";12080;6;3;1155,22271284421;40;13;"F";"Yes";"High School"
"6259";5610;1;2;0;41;12;"M";"Yes";"Bachelors"
"6260";27820;6;1;0;39;11;"M";"Yes";"Masters"
"6261";6200;1;1;4933;47;13;"F";"Yes";"High School"
"6262";35520;4;1;5160;50;12;"F";"Yes";"PhD"
"6263";17840;14;1;0;43;13;"F";"Yes";"High School"
"6264";10930;11;1;0;49;0;"F";"Yes";"Bachelors"
"6265";5750;4;1;0;33;14;"F";"No";"High School"
"6266";12370;1;1;0;49;13;"M";"Yes";"Bachelors"
"6267";16400;4;2;6872;37;10;"M";"Yes";"High School"
"6268";20720;4;1;0;42;8;"F";"No";"High School"
"6269";17430;3;2;0;43;10;"F";"Yes";"Bachelors"
"6270";34610;1;2;4155;47;10;"F";"Yes";"Bachelors"
"6271";12100;8;1;0;48;13;"M";"No";"Masters"
"6272";15780;9;1;0;53;14;"M";"Yes";"<High School"
"6273";6800;6;2;2439;53;11;"M";"Yes";"Bachelors"
"6274";5500;17;2;4622;40;0;"F";"No";"High School"
"6275";8050;1;1;2010,64780899459;58;NA;"F";"No";"High School"
"6276";7010;1;1;0;39;9;"F";"No";"High School"
"6277";23420;8;3;0;39;13;"F";"Yes";"Bachelors"
"6278";31350;4;2;7756;45;8;"F";"Yes";"Masters"
"6279";5760;7;1;3225;22;10;"M";"No";"Bachelors"
"6280";9750;17;1;2474;32;2;"F";"No";"Bachelors"
"6281";15450;1;2;0;44;12;"M";"Yes";"<High School"
"6282";14460;6;2;17628,3658856255;47;10;"F";"No";"Bachelors"
"6283";1730;1;1;0;32;14;"M";"Yes";"<High School"
"6284";15770;1;1;615;36;8;"M";"No";"Bachelors"
"6285";34840;10;2;0;50;13;"M";"Yes";"Masters"
"6286";41180;1;1;0;53;12;"F";"Yes";"Masters"
"6287";24760;10;1;0;49;12;"M";"No";"High School"
"6288";7570;7;1;0;40;13;"M";"Yes";"<High School"
"6289";7340;7;1;773,077551204168;38;6;"F";"Yes";"<High School"
"6290";7440;4;2;5186;37;11;"F";"No";"<High School"
"6291";31280;1;1;0;57;13;"F";"Yes";"High School"
"6292";5480;18;1;5963;31;5;"M";"No";"<High School"
"6293";7770;6;1;58,5310623135018;40;14;"F";"Yes";"<High School"
"6294";4600;9;2;0;31;0;"M";"Yes";"<High School"
"6295";11740;1;1;0;41;9;"M";"Yes";"PhD"
"6296";7550;6;3;1499,17751759758;37;13;"F";"Yes";"High School"
"6297";3030;1;3;2091;38;13;"F";"Yes";"<High School"
"6298";7960;4;1;0;31;10;"M";"No";"High School"
"6299";16730;14;1;0;50;11;"M";"No";"High School"
"6300";18660;7;1;0;51;8;"M";"No";"Masters"
"6301";10350;14;1;0;52;12;"M";"Yes";"High School"
"6302";35620;1;4;0;56;14;"F";"Yes";"High School"
"6303";6500;9;3;4477;50;13;"F";"Yes";"High School"
"6304";4900;1;4;2635;34;5;"M";"Yes";"High School"
"6305";23270;6;4;2745;37;4;"M";"Yes";"<High School"
"6306";14350;1;1;0;59;18;"M";"Yes";"Bachelors"
"6307";4190;9;1;0;49;0;"M";"Yes";"High School"
"6308";10470;1;2;0;54;12;"M";"Yes";"High School"
"6309";20550;3;1;0;51;11;"F";"Yes";"High School"
"6310";4290;10;2;0;33;11;"F";"No";"High School"
"6311";43530;1;1;0;52;11;"F";"Yes";"PhD"
"6312";6750;7;1;2940;32;10;"M";"Yes";"Bachelors"
"6313";9780;13;2;4255;60;13;"M";"Yes";"Masters"
"6314";6430;1;1;3027;47;0;"F";"Yes";"Bachelors"
"6315";14650;13;1;7961;51;8;"M";"No";"Bachelors"
"6316";17760;4;3;2464,01660029457;67;13;"M";"Yes";"Bachelors"
"6317";20410;4;3;0;67;13;"M";"Yes";"Bachelors"
"6318";15680;4;1;0;32;11;"M";"No";"Masters"
"6319";7580;4;4;0;45;12;"M";"Yes";"Masters"
"6320";22250;6;4;0;47;NA;"F";"Yes";"Bachelors"
"6321";12060;10;4;0;47;NA;"F";"Yes";"Bachelors"
"6322";6300;4;1;0;48;7;"F";"No";"Masters"
"6323";14380;6;2;0;49;8;"F";"Yes";"Bachelors"
"6324";7140;6;1;0;46;8;"M";"Yes";"High School"
"6325";8000;1;1;1758;65;0;"F";"Yes";"High School"
"6326";10880;10;1;0;34;14;"F";"No";"Bachelors"
"6327";21860;10;1;41063,386786161;40;12;"F";"No";"High School"
"6328";14350;1;2;0;43;14;"F";"Yes";"High School"
"6329";6420;1;2;1348;44;14;"F";"Yes";"High School"
"6330";12250;4;2;0;34;13;"M";"No";"<High School"
"6331";4900;4;2;1205,50321853243;38;12;"M";"No";"High School"
"6332";1500;4;1;0;40;0;"F";"Yes";"High School"
"6333";26320;9;3;0;43;7;"F";"Yes";"<High School"
"6334";11520;1;3;0;43;7;"F";"Yes";"<High School"
"6335";27620;9;1;0;36;NA;"F";"No";"Bachelors"
"6336";14330;6;1;0;31;10;"M";"Yes";"High School"
"6337";18390;11;2;0;35;5;"M";"No";"Masters"
"6338";13970;4;1;0;48;8;"F";"Yes";"High School"
"6339";7500;1;2;0;59;12;"F";"No";"High School"
"6340";6200;1;1;3731;50;13;"F";"Yes";"Bachelors"
"6341";8820;4;1;0;28;6;"M";"No";"<High School"
"6342";18320;6;1;0;53;11;"M";"Yes";"Masters"
"6343";12580;6;1;0;46;14;"M";"Yes";"Bachelors"
"6344";13140;13;2;0;48;11;"F";"No";"Bachelors"
"6345";8190;6;2;0;29;12;"F";"Yes";"PhD"
"6346";1500;1;2;6203;50;0;"F";"Yes";"<High School"
"6347";7540;1;3;0;49;9;"M";"No";"Bachelors"
"6348";14810;1;1;2870;57;17;"F";"Yes";"High School"
"6349";14110;9;1;0;53;16;"M";"No";"Bachelors"
"6350";30540;21;1;0;41;11;"M";"No";"Bachelors"
"6351";12990;6;1;0;37;10;"M";"Yes";"Masters"
"6352";8770;4;1;0;47;0;"F";"No";"Bachelors"
"6353";18290;1;1;3182;45;15;"M";"Yes";"Masters"
"6354";33320;6;1;0;28;15;"M";"Yes";"<High School"
"6355";15860;10;1;0;50;6;"F";"Yes";"High School"
"6356";22230;4;2;6726;43;11;"M";"No";"PhD"
"6357";17520;4;1;0;51;11;"M";"No";"Masters"
"6358";11720;4;1;0;51;13;"M";"Yes";"Bachelors"
"6359";9620;1;1;0;44;0;"M";"No";"Bachelors"
"6360";12200;11;2;0;31;8;"M";"No";"<High School"
"6361";11980;7;2;0;34;9;"M";"No";"Bachelors"
"6362";15710;10;2;0;50;13;"M";"No";"Masters"
"6363";13490;6;1;2829;38;0;"F";"Yes";"High School"
"6364";6100;3;1;0;46;0;"F";"No";"<High School"
"6365";19550;16;1;8349;38;15;"M";"No";"High School"
"6366";20760;15;1;0;41;9;"M";"No";"PhD"
"6367";5280;4;1;0;32;12;"F";"No";"High School"
"6368";2690;1;1;0;46;13;"M";"Yes";"<High School"
"6369";32820;1;1;0;30;9;"F";"No";"High School"
"6370";19220;10;1;0;44;13;"F";"No";"High School"
"6371";16720;6;1;6685,40340763762;53;11;"F";"No";"High School"
"6372";15080;6;3;5501;59;11;"M";"No";"High School"
"6373";11100;14;3;8162;62;12;"M";"No";"High School"
"6374";19010;10;3;7843;62;12;"M";"No";"High School"
"6375";13410;1;2;0;51;15;"M";"Yes";"Masters"
"6376";11530;4;4;0;38;0;"F";"Yes";"Bachelors"
"6377";5300;1;4;709;38;0;"F";"Yes";"Bachelors"
"6378";3430;6;4;1005,21437868095;38;0;"F";"Yes";"Bachelors"
"6379";33290;6;4;0;53;0;"F";"Yes";"Masters"
"6380";1500;4;4;3736;54;14;"F";"Yes";"PhD"
"6381";11430;4;4;0;55;14;"F";"Yes";"PhD"
"6382";15360;10;1;0;65;14;"F";"Yes";"Masters"
"6383";30500;1;2;0;48;10;"M";"Yes";"Masters"
"6384";19610;4;2;7635;50;11;"M";"Yes";"Masters"
"6385";37080;1;1;0;53;12;"M";"Yes";"Bachelors"
"6386";7320;1;1;6023;27;15;"F";"Yes";"High School"
"6387";28290;4;1;4545;35;11;"F";"Yes";"<High School"
"6388";26300;6;1;0;38;10;"F";"Yes";"Bachelors"
"6389";33500;4;1;7698;46;12;"M";"No";"PhD"
"6390";7000;1;3;0;55;15;"M";"Yes";"Bachelors"
"6391";28750;1;2;0;39;9;"F";"No";"Bachelors"
"6392";13760;4;2;1428;43;10;"F";"No";"Bachelors"
"6393";10940;6;4;0;47;13;"F";"Yes";"High School"
"6394";14310;4;4;0;47;13;"F";"Yes";"High School"
"6395";5000;1;1;0;35;10;"M";"No";"High School"
"6396";12290;1;2;0;62;14;"M";"Yes";"<High School"
"6397";6500;3;1;2668;50;0;"F";"No";"High School"
"6398";12900;1;2;4052;37;12;"F";"Yes";"High School"
"6399";23050;10;2;0;36;11;"M";"Yes";"Masters"
"6400";11130;6;2;0;48;14;"F";"Yes";"Masters"
"6401";12310;1;1;4953;45;14;"M";"Yes";"Masters"
"6402";23780;3;1;0;57;14;"M";"Yes";"Masters"
"6403";8420;13;1;0;49;13;"M";"No";"High School"
"6404";23740;11;1;0;62;13;"F";"Yes";"High School"
"6405";7820;7;1;0;51;11;"M";"No";"Masters"
"6406";10810;13;2;0;45;7;"F";"Yes";"Bachelors"
"6407";19360;7;2;4974;45;7;"F";"Yes";"Bachelors"
"6408";8950;4;1;0;55;15;"F";"Yes";"High School"
"6409";28750;4;1;0;44;15;"F";"Yes";"<High School"
"6410";26330;13;3;0;56;13;"M";"Yes";"PhD"
"6411";31120;4;2;3456;47;10;"F";"No";"Masters"
"6412";13140;7;4;0;46;11;"M";"No";"High School"
"6413";17970;11;4;2318;46;11;"M";"No";"High School"
"6414";27360;1;2;60838,1039398413;48;11;"F";"No";"Bachelors"
"6415";12260;1;1;0;54;13;"M";"No";"High School"
"6416";34770;7;1;0;55;14;"F";"Yes";"Masters"
"6417";2750;1;1;0;51;8;"M";"Yes";"<High School"
"6418";27880;4;1;0;46;13;"F";"No";"Bachelors"
"6419";7860;6;2;0;31;0;"M";"Yes";"Masters"
"6420";12710;3;3;49179,5494207299;25;10;"M";"No";"<High School"
"6421";18850;7;3;4934;25;10;"M";"No";"<High School"
"6422";26160;4;1;0;60;11;"M";"No";"PhD"
"6423";8340;1;1;0;43;14;"M";"Yes";"High School"
"6424";10050;10;1;2103;27;10;"F";"Yes";"<High School"
"6425";18040;4;2;0;33;11;"M";"Yes";"Masters"
"6426";19520;13;1;0;48;7;"M";"Yes";"High School"
"6427";10090;4;1;0;49;0;"M";"Yes";"High School"
"6428";13570;1;2;0;45;12;"F";"Yes";"Masters"
"6429";19810;6;1;7539;66;13;"F";"Yes";"PhD"
"6430";6300;16;1;0;48;7;"F";"No";"High School"
"6431";20500;25;1;0;56;9;"F";"Yes";"Masters"
"6432";1500;1;3;0;67;15;"M";"Yes";"High School"
"6433";8400;4;3;0;68;15;"M";"Yes";"High School"
"6434";6460;11;2;0;40;10;"F";"No";"Masters"
"6435";15350;13;2;0;43;11;"F";"No";"Masters"
"6436";1670;1;2;0;52;13;"F";"Yes";"High School"
"6437";11280;1;2;0;49;13;"F";"No";"High School"
"6438";15630;1;1;0;38;12;"M";"No";"Masters"
"6439";15870;4;1;2908;34;11;"M";"No";"Bachelors"
"6440";17570;4;1;0;41;13;"F";"Yes";"High School"
"6441";6400;4;2;0;49;16;"F";"Yes";"Bachelors"
"6442";29940;6;1;0;57;NA;"F";"Yes";"Masters"
"6443";24750;4;1;0;55;NA;"M";"Yes";"Masters"
"6444";19390;6;1;3642,59730487952;49;13;"M";"No";"High School"
"6445";20570;6;1;0;27;0;"F";"Yes";"Bachelors"
"6446";10130;7;2;5771;30;10;"M";"No";"High School"
"6447";20390;1;3;0;55;12;"F";"Yes";"Bachelors"
"6448";25450;13;3;0;55;12;"F";"Yes";"Bachelors"
"6449";13340;7;3;0;55;12;"F";"Yes";"Bachelors"
"6450";17490;6;1;0;45;8;"M";"Yes";"Masters"
"6451";26030;9;2;0;57;13;"M";"Yes";"Masters"
"6452";24950;1;4;0;43;7;"M";"No";"Bachelors"
"6453";31300;3;4;0;44;7;"M";"No";"Bachelors"
"6454";17160;3;4;0;45;8;"M";"No";"Bachelors"
"6455";16710;10;4;1487;47;8;"M";"No";"Bachelors"
"6456";5320;1;2;3758;26;10;"F";"No";"<High School"
"6457";13320;6;1;0;50;9;"M";"No";"Masters"
"6458";15380;5;1;4475;43;13;"M";"Yes";"High School"
"6459";19060;11;1;0;48;11;"F";"No";"<High School"
"6460";8400;6;2;0;41;12;"M";"No";"High School"
"6461";8900;6;1;4167;56;14;"F";"No";"Bachelors"
"6462";12880;1;2;0;45;15;"F";"Yes";"Masters"
"6463";10790;1;2;0;51;12;"M";"Yes";"High School"
"6464";24020;7;1;0;35;14;"F";"Yes";"PhD"
"6465";4900;3;1;9769,45179236674;34;15;"F";"No";"High School"
"6466";16720;1;1;2358;57;NA;"F";"Yes";"High School"
"6467";17410;4;1;0;47;11;"M";"Yes";"Bachelors"
"6468";7500;4;4;0;58;0;"F";"Yes";"Bachelors"
"6469";15760;7;3;0;57;6;"F";"Yes";"High School"
"6470";19990;4;2;1669;51;11;"M";"Yes";"High School"
"6471";23470;4;2;0;55;11;"M";"Yes";"High School"
"6472";32400;19;1;0;47;10;"M";"Yes";"PhD"
"6473";20550;1;1;24407,835785436;50;13;"F";"No";"Bachelors"
"6474";4200;10;2;0;31;11;"M";"No";"<High School"
"6475";23870;7;3;0;54;9;"F";"No";"Bachelors"
"6476";8650;4;3;0;54;9;"F";"No";"Bachelors"
"6477";19440;1;3;8378;54;9;"F";"No";"Bachelors"
"6478";18820;6;2;0;54;0;"F";"No";"Bachelors"
"6479";24360;1;1;3265;46;10;"F";"No";"<High School"
"6480";5730;4;4;2593;40;12;"F";"No";"High School"
"6481";8060;7;4;0;44;12;"F";"No";"<High School"
"6482";5900;6;4;0;44;12;"F";"No";"<High School"
"6483";16880;11;1;0;35;14;"M";"Yes";"Bachelors"
"6484";17860;4;3;5065;52;9;"F";"No";"Masters"
"6485";9390;4;4;5063;44;16;"F";"Yes";"<High School"
"6486";6000;1;4;0;47;NA;"M";"Yes";"<High School"
"6487";12700;10;1;0;55;14;"M";"Yes";"<High School"
"6488";22330;7;2;0;51;12;"F";"No";"Masters"
"6489";8410;7;1;0;39;8;"F";"No";"<High School"
"6490";28580;6;1;0;43;9;"F";"No";"High School"
"6491";8870;3;1;0;50;13;"F";"Yes";"Masters"
"6492";8040;10;2;0;44;9;"M";"No";"<High School"
"6493";6200;1;2;2380;47;0;"M";"Yes";"Bachelors"
"6494";3500;1;1;0;33;10;"F";"No";"Masters"
"6495";7550;6;1;0;39;11;"M";"No";"<High School"
"6496";13170;4;3;0;43;11;"F";"No";"Masters"
"6497";24000;7;3;0;43;11;"F";"No";"Masters"
"6498";7100;4;1;0;56;14;"F";"Yes";"PhD"
"6499";20160;1;1;0;52;13;"F";"Yes";"High School"
"6500";14160;1;2;4610;58;12;"M";"Yes";"<High School"
"6501";7020;1;1;807;47;10;"M";"No";"Bachelors"
"6502";18330;1;1;0;41;11;"M";"Yes";"Bachelors"
"6503";17380;4;2;1493;46;0;"M";"No";"High School"
"6504";6540;4;2;0;49;0;"M";"No";"High School"
"6505";27390;6;2;0;38;11;"M";"Yes";"Masters"
"6506";25550;3;2;0;45;0;"F";"No";"Bachelors"
"6507";7620;1;3;2637;47;13;"M";"Yes";"<High School"
"6508";36260;6;1;0;47;8;"M";"No";"PhD"
"6509";10720;4;1;0;46;7;"F";"No";"Bachelors"
"6510";6270;1;1;0;46;14;"M";"No";"High School"
"6511";8070;4;1;0;37;17;"M";"Yes";"Bachelors"
"6512";13890;4;2;3444;27;8;"F";"No";"<High School"
"6513";23710;6;1;0;46;11;"F";"Yes";"High School"
"6514";10690;9;1;0;44;6;"F";"No";"Bachelors"
"6515";11650;1;2;0;56;15;"F";"Yes";"High School"
"6516";11510;3;1;0;54;12;"M";"No";"Bachelors"
"6517";8310;7;2;0;28;15;"F";"Yes";"High School"
"6518";20290;11;1;0;55;15;"F";"Yes";"Masters"
"6519";10730;12;1;3060;46;12;"M";"Yes";"High School"
"6520";7100;7;1;0;56;16;"M";"Yes";"PhD"
"6521";16450;1;1;3646,39912842543;60;13;"F";"Yes";"High School"
"6522";25510;6;1;4847;43;8;"M";"No";"Masters"
"6523";18700;8;1;0;57;12;"M";"Yes";"Bachelors"
"6524";8880;3;1;0;52;6;"F";"No";"<High School"
"6525";21180;4;1;4412;35;9;"M";"No";"High School"
"6526";5390;1;2;5381;37;0;"F";"Yes";"High School"
"6527";2010;6;1;0;52;11;"F";"No";"High School"
"6528";6970;10;1;0;47;0;"M";"Yes";"High School"
"6529";13470;6;2;0;42;13;"F";"Yes";"Bachelors"
"6530";22800;1;2;0;42;13;"F";"Yes";"Bachelors"
"6531";33910;1;1;5477;40;11;"M";"No";"Masters"
"6532";14000;10;1;0;40;14;"F";"Yes";"Bachelors"
"6533";6210;14;1;0;24;13;"F";"Yes";"Bachelors"
"6534";1500;7;1;0;66;13;"F";"Yes";"PhD"
"6535";16720;1;2;0;47;6;"F";"Yes";"High School"
"6536";1500;6;3;0;48;0;"F";"No";"Bachelors"
"6537";28340;6;3;1267;53;11;"M";"No";"PhD"
"6538";23220;10;3;0;54;11;"M";"No";"PhD"
"6539";14250;1;2;0;47;NA;"F";"Yes";"Bachelors"
"6540";5590;7;1;0;37;12;"M";"Yes";"Masters"
"6541";16370;1;3;5626;44;13;"F";"Yes";"Bachelors"
"6542";1500;1;3;761,56977804629;45;13;"F";"Yes";"Bachelors"
"6543";11520;7;2;2457;32;10;"M";"Yes";"Masters"
"6544";23880;10;2;0;61;6;"F";"No";"Masters"
"6545";6180;1;2;0;28;NA;"M";"Yes";"<High School"
"6546";30400;1;1;0;45;NA;"M";"Yes";"<High School"
"6547";13340;1;4;0;37;14;"F";"No";"Bachelors"
"6548";18110;1;4;3332;41;14;"F";"No";"Bachelors"
"6549";20100;6;3;3278;45;11;"M";"No";"PhD"
"6550";15110;4;3;0;47;12;"M";"No";"PhD"
"6551";15880;1;3;0;49;5;"M";"Yes";"Bachelors"
"6552";25910;1;3;0;40;12;"M";"Yes";"<High School"
"6553";19580;3;2;4933;41;15;"F";"Yes";"High School"
"6554";11510;17;2;0;41;15;"F";"Yes";"High School"
"6555";16810;1;1;0;38;NA;"F";"Yes";"PhD"
"6556";22690;4;2;0;47;13;"F";"Yes";"Bachelors"
"6557";22370;8;3;0;45;13;"F";"No";"PhD"
"6558";39900;6;3;0;45;13;"F";"No";"PhD"
"6559";23370;6;1;3118;46;13;"M";"Yes";"Bachelors"
"6560";16650;3;2;13769,6284060198;36;12;"F";"Yes";"High School"
"6561";11940;12;2;6651;35;11;"F";"No";"Masters"
"6562";13190;6;2;5937;36;11;"F";"No";"Masters"
"6563";13780;10;1;3022;40;14;"M";"Yes";"Masters"
"6564";23360;4;2;5069;60;NA;"M";"No";"High School"
"6565";10480;16;1;0;53;13;"F";"No";"Masters"
"6566";8390;10;2;0;34;12;"F";"Yes";"Bachelors"
"6567";25100;1;1;0;56;10;"M";"Yes";"Masters"
"6568";5400;6;1;5499;39;11;"F";"No";"<High School"
"6569";11270;7;3;0;45;13;"M";"Yes";"<High School"
"6570";1650;1;3;5238;45;13;"M";"Yes";"<High School"
"6571";21220;7;3;0;47;9;"F";"No";"Masters"
"6572";32460;1;1;0;38;12;"M";"Yes";"<High School"
"6573";11610;10;1;4052;49;0;"M";"Yes";"<High School"
"6574";17680;1;3;0;42;6;"F";"Yes";"<High School"
"6575";7940;4;3;0;43;6;"F";"Yes";"High School"
"6576";28870;1;3;0;45;6;"F";"Yes";"Bachelors"
"6577";15620;11;1;0;43;14;"F";"Yes";"Masters"
"6578";14830;6;3;0;45;13;"M";"Yes";"Masters"
"6579";16840;1;3;0;46;12;"M";"Yes";"Masters"
"6580";12020;20;2;0;50;8;"M";"Yes";"Bachelors"
"6581";15380;3;2;0;57;11;"F";"No";"Masters"
"6582";11400;1;1;0;44;10;"M";"No";"High School"
"6583";15340;6;1;0;51;12;"M";"Yes";"<High School"
"6584";15840;4;1;0;46;9;"F";"Yes";"High School"
